classification_key,short_title,year,city,language,author_or_editor,publisher,format,volumes,ustc_id,notes,has_diagrams,primary_classes,secondary_classes,unknown_classes,primary_count,secondary_count,unknown_count,Architecture,Arithmetic,Astronomy,Cartography,Commercial Mathematics,Construction,Cosmography,Geography,Gnomonics & Horology,Instrument Construction,Instrument Use,Mechanics,Military Engineering,Music Theory,Navigation,Perspective,Practical Geometry,Surveying,Theoretical Mathematics,Trigonometry
Leiden_1692,,1692,Leiden,LATIN,Henrick Coets,Daniel van Gaesbeek,4,1,-,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Leiden_and_Amsterdam_1673,,1673,"Leiden, Amsterdam",LATIN,Christian Melder,"Daniel, Abraham, and Adriaan van Gaesbeeck",6,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Leipzig_1549,"Euclidis elementorum geometricorum libri sex, conversi in Latinum sermonem",1549,Leipzig,LATIN,"Joachim Kammermeister, Georg Joachim Rhäticus",Georg Joachim Rhäticus,8,1,654436,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Leipzig_1577,EUCLIDIS ELEMENTORUM GEOMETRICORUM LIBRI SEX conuersi in latinum sermonem à Ioach,1577,Leipzig,LATIN,"Joachim Kammermeister, Moritz Valentin Steinmetz",Johannes Steinman,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Leipzig_1607,,1607,Leipzig,LATIN,Christoph Meurer,Abraham Lamberg,8,,-,no copies according to EiP,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Leipzig_1883,EUCLIDIS OPERA OMNIA,1883,Leipzig,"GREEK, LATIN","Johan Ludvig Heiberg, Heinrich Menge",B. G. Teubner,,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Lisbon_1735,"Elementos de geometria plana, e solida, segundo a ordem de Euclides",1735,Lisbon,PORTUGUESE,Manoel de Campos,Rita Cassiana,,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Livorno_1709,Euclides reformatus,1709,Livorno,LATIN,Angelo Marchetti,Jacob Valsif,4,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
London_1570,The elements of geometrie of the most ancient philosopher Euclide of Megara,1570,London,ENGLISH,"Henry Billingsley, John Dee",John Daye,2,1,,,,,Mechanics,,0,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
London_1620,ΕΥΚΛΕΙΔΟΥ ΣΤΟΙΧΕΙΩΝ ΒΙΒΛΙΑ ἕγ. ELEMENTORVM EVCLIDIS LIBRI TREDECIM,1620,London,"GREEK, LATIN",Henry Briggs,William Jones,2,1,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
London_1651,"Euclides Elements of geometry: the first VI books: in a compendious form contracted and demonstrated. By Captain Thomas Rudd, chiefe engineer to his late Majesty. Whereunto is added, the mathematicall preface of Mr. John Dee.",1651,London,ENGLISH,Thomas Rudd,Richard Tomlins and Robert Boydell,4,1,3067003,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
London_1654,,1654,London,LATIN,Georges Fournier,Edwardi Story,12,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
London_1659,"Euclidis Elementorum libri xv. breviter demonstrati, opera Is. Barrow, Cantabrigiensis, Coll. Trin. Soc.",1659,London,LATIN,Isaac Barrow,,8,1,3073895,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
London_1660,,1660,London,ENGLISH,Isaac Barrow,William Nealand,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
London_1661,,1661,London,ENGLISH,"John Leeke, George Serle",Richard Tomlins,2,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
London_1678,EUCLIDIS ELEMENTORUM Libri XV. breviter demonstrati,1678,London,LATIN,Isaac Barrow,J. Redmayne,8,1,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
London_1678a,Euclidis Elementa Geometrica Novo Ordine ac Methodo fere demonstrata,1678,London,LATIN,Nicholas Mercator,Martyn,,1,,,True,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
London_1680–81,"A new systeme of the mathematicks: containing I. Arithmetick, as well natural and decimal, as in species, or the principles of Algebra. II. Practical geometry, together with the first six books of Euclid's Elements, as also the eleventh and twelfth, symbolically demonstrated. III. Trigonometry plain and spherical. IV. Cosmography, or a description of the heavens. V. Navigation, or sailing by a plain or Mercator's chart; as also by the arch of a great circle,",1680/1681,London,ENGLISH,Jonas Moore,Robert Scott,4,2,3102825,"In ustc the author is Moore, Jonas",,Arithmetic | Astronomy | Cartography | Cosmography | Geography | Navigation | Practical Geometry | Theoretical Mathematics | Trigonometry,,,9,0,0,unrelated,primary,primary,primary,unrelated,unrelated,primary,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,primary,unrelated,primary,primary
London_1685,,1685,London,LATIN,Isaac Barrow,Charles Mearne,8,1,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
London_1685a,,1685,London,ENGLISH,"Claude-François Milliet Dechales, Reeve Williams",Philip Lea,12,1,,,,,,Practical Geometry,0,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated
London_1686,"Euclid's Elements. The whole fifteen books compendiously demonstrated by Mr. Isaac Barrow, Fellow of Trinity Colledge in Cambridge. And translated out of the Latin.",1686,London,ENGLISH,Isaac Barrow,Christopher Hussey and E. P.,12,1,3107650,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
London_1695,"Geometry epitomiz'd: being a compendious collection of the most useful propositions in the first, third, fourth, fifth and sixth books of Euclid. Together with their uses, in several practical parts of the mathematicks. Also, Euclid's second book and doctrine of proportion alegebraically demonstrated. With some of the most useful problems required in practise. By William Alingham.",1695,London,ENGLISH,William Alingham,"J. Moxon, Benjamin Beardwell",,,3128413,,,Theoretical Mathematics,,Practical Geometry,1,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,primary,unrelated
London_1696,"The elements of Euclid explain'd, in a new, but most easie method: together with the use of every proposition through all parts of the mathematicks. Written in French, by that excellent mathematician, F. Claud. Francis Milliet de Chales, of the Society of Jesus. Now made English, and a multitude of errors corrected, which had escap'd in the original.",1696,London,ENGLISH,Claude-François Milliet Dechales,M. Gillyflower and W. Freeman,8,1,3130905,,,Theoretical Mathematics,,Practical Geometry,1,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,primary,unrelated
London_1700,"An epitome of geometry, being a compendious collection of the first, third, fifth, sixth, eleventh and twelfth books of Euclid; with their application to several of the most useful parts of the mathematicks. Also, Euclid's second book and doctrine of proportion, algebraically demonstrated. To which is subjoin'd, a treatise of measuring superficies and solids; vulgarly decimally and practically, with the customs used by artificers in measuring their several",1700,London,ENGLISH,William Alingham,William Alingham,,,3132716,,,Construction | Practical Geometry | Surveying,Theoretical Mathematics,,3,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,secondary,unrelated
London_1703,,1703,London,ENGLISH,"Claude-François Milliet Dechales, Reeve Williams",A. Lea,12,1,-,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
London_1705,,1705,London,ENGLISH,Isaac Barrow,E. Redmayne,12,,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
London_1747,Elements of Plane Geometry,1747,London,ENGLISH,Thomas Simpson,Samuel Farrer,8,1,,,,Practical Geometry | Theoretical Mathematics,,,2,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,primary,unrelated
London_1789,Elements of Geometry,1789,London,ENGLISH,John Bonnycastle,J. Johnson,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Lund_1855,"Öfversättning och bearbetning af sjunde, åttonde, nionde och tionde böckerna af Euclids Elementer",1855,Lund,SWEDISH,Abraham Rundbäck,Berlingena,,1,-,ref: https://books.google.com/books/about/%C3%96fvers%C3%A4ttning_och_bearbetning_af_sjund.html?id=JWe2NQAACAAJ,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Lyon_1557,In Euclidis Elementa geometrica demonstrationum libri sex,1557,Lyon,LATIN,Jacques Peletier,"Jean di Tournes, Guillaume Gazeau",2,1,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Lyon_1603,In geometriam Euclidis prioribus sex Elementorum libris comprehensam Demonstratio linealis Numeralis,1603,Lyon,LATIN,Christoffer Dybvad,Johannes Janssonius,4,1,,Christophorus Guyotius was the Typographer. ,,,,Arithmetic,0,0,1,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Lyon_1645,,1645,Lyon,FRENCH,Pierre Le Mardelé,Simon Rigaud,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Lyon_1646,,1646,Lyon,FRENCH,Pierre Le Mardelé,Simon Rigaud,8,1,-,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Lyon_1660,,1660,Lyon,LATIN,Claude-François Milliet Dechales,Benedictum Coral,18,1,-,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Lyon_1669,Synopsis geometrica,1669,Lyon,LATIN,Honoré Fabri,Antonius Molin,12,1,6099928,,,Theoretical Mathematics | Trigonometry,,,2,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary
Lyon_1672,Huict Livres des Elements d’Euclide rendus plus faciles,1672,Lyon,FRENCH,Claude-François Milliet Dechales,Benoist Coral,12,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Lyon_1674,,1674,Lyon,LATIN,Claude-François Milliet Dechales,Anisson,4,3,,,,Architecture | Arithmetic | Construction | Geography | Mechanics | Practical Geometry | Trigonometry,,,7,0,0,primary,primary,unrelated,unrelated,unrelated,primary,unrelated,primary,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,primary
Lyon_1675,,1675,Lyon,LATIN,Claude-François Milliet Dechales,,6,1,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Lyon_1690,,1690,Lyon,LATIN,"Claude-François Milliet Dechales, Amatus Varcin","Anisson, Jean Possuel, and Claude Rigaud",4,4,-,,,Arithmetic | Theoretical Mathematics | Trigonometry,,,3,0,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary
Lübeck_and_Frankfurt_1699,"Teutsch-Redender Euclides, oder Acht Bücher Von Denen Anfängen der Mess=Kunst: Auff eine neue und gantz leichte Art, zu Nutzen, allen Generalen, Ingeniern, Natur- und Warheit-Kündigern, Bau-Meistern, Künstlern und Handwerckern in Teutscher Sprach eingerichtet und bewiesen",1699,"Lübeck, Frankfurt",GERMAN,Anton Ernst Burckhard von Pirckenstein,Johann Wiedemeyer,4,1,2683395,,,Practical Geometry,,Surveying,1,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unknown,unrelated,unrelated
MIZPJ8,"Perspectiva. Corporum regulariuM. Das ist ein fleyssige fürweysung wie die fünff regulirten cörper, darvon Plato inn Timaeo unnd Euclides inn sein elementis schreibt",1568,Nuremberg,GERMAN,"Wenzel Jamnitzer, Jost Amman",Christoph Heußler,2,1,683519,,False,Perspective,Practical Geometry,,1,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,secondary,unrelated,unrelated,unrelated
MM0YD0,"La Pratique du trait à preuves, pour la coupe des pierres en l'architecture",1643,Paris,FRENCH,Gérard Desargues,Pierre des Hayes,8,1,6036492,,,Construction | Practical Geometry,,,2,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
MMJVXG, L'arithmique de Simon Stevin de Bruges,1625,Leiden,FRENCH,"Simon Stevin, Albert Girard",Elzevier,,1,,,,Arithmetic,,,1,0,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
MYFHIS,"Tutte l'opere d'architettura di Sebastiano Serlio bolognese. Dove si trattano in disegno quelle cose che sono piu necessarie all'architetto. Et hora di nuovo aggiunto, oltre il libro delle porte, gran numero di case private nella citta & in villa, et un indice copiosissimo raccolto per via di considerationi da m. Giovanni Domenico Scamozzi",1584,Venice,ITALIAN,"Sebastiano Serlio, Giovanni Domenico Scamozzi",Francesco de Franceschi,4,1,856063,,False,Architecture | Construction,,Instrument Use | Practical Geometry,2,0,2,primary,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated
Madrid_1585,,1585,Madrid,SPANISH,Pedro Ambrosio Ondériz,Viuda de Alonso Gomez,4,,,,,Perspective,Theoretical Mathematics,,1,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,secondary,unrelated
