review_sample,sample_order,priority,queue_type,edition_id,category,current_value,suggested_review_focus,queue_reason,year,city,language,short_title,title_or_short_title,elements_books,additional_content,wardhaugh_classification,related_categories,unknown_categories,classification_profile,review_decision,corrected_value,apply_to_reprints,review_notes
yes,109,7,unknown,MorisS-16-4,Instrument Use,unknown,separate using instruments from constructing/describing instruments,model returned unknown,1619,Paris,FRENCH,,"CANON
MANVEL
DES SINVS,
TOVCHANTES,
ET COVPPANTES.

Supputé par B. Pitiscus, & corrigé
en ceste Edition, en laquelle sont
adioustées toutes les choses prin-
cipales & nécessaires à la Trigo-
nometrie, extraites des traictez de
la doctrine des triangles, tant recti-
lignes, que spheriques, faits

Par D. HENRION, Mathem.",,,,Theoretical Mathematics; Trigonometry,Practical Geometry; Surveying; Astronomy; Instrument Use; Navigation,Practical Geometry=unknown; Surveying=unknown; Astronomy=unknown; Instrument Use=unknown; Theoretical Mathematics=secondary; Navigation=unknown; Trigonometry=primary,reviewed,unrelated,,"Mia interactive review batch 1, 2026-06-06."
yes,110,7,unknown,bib-73,Instrument Use,unknown,separate using instruments from constructing/describing instruments,model returned unknown,1623,Herborn,LATIN,,"METHODUS
ADMIRAN-
DORUM MATHE-
MATICORUM

Novem libris exhibens univer-
sam Mathesin

Authore
JOHAN-HENRICO ALSTEDIO.

Secunda editio passim castigata, &
ornatius elaborata.",,,,,Arithmetic; Commercial Mathematics; Military Engineering; Construction; Practical Geometry; Surveying; Perspective; Cartography; Architecture; Gnomonics & Horology; Astronomy; Cosmography; Geography; Instrument Construction; Instrument Use; Mechanics; Theoretical Mathematics; Navigation; Music Theory; Trigonometry,Arithmetic=unknown; Commercial Mathematics=unknown; Military Engineering=unknown; Construction=unknown; Practical Geometry=unknown; Surveying=unknown; Perspective=unknown; Cartography=unknown; Architecture=unknown; Gnomonics & Horology=unknown; Astronomy=unknown; Cosmography=unknown; Geography=unknown; Instrument Construction=unknown; Instrument Use=unknown; Mechanics=unknown; Theoretical Mathematics=unknown; Navigation=unknown; Music Theory=unknown; Trigonometry=unknown,,,,
yes,111,7,unknown,ABSZLW,Instrument Use,unknown,separate using instruments from constructing/describing instruments,model returned unknown,1630,Amsterdam,GERMAN,"Beschreibung eines sehr leichten Perspectiv und Grundreissenden Instruments auff einem Stande: Auff Joh. Faulhabers, Ingenieurs zu Ulm, weitere Continuation seines mathematischen Kunstspiegels geordnet","Der Niderländischen
Historien
Dritter Theil,
Darinn außführlich beschrie-
ben/ was sich denckwürdigs vom jahr
1620. biß auff 1630. sonderlich in Ni-
derlandt zugetragen.
In gleichem auch / was in Franck-
reich / Engellandt / Teutschlandt / vnd anderst-
wo begeben / ordentlich beschrieben vnd er-
zehlet wirdt.
Mit vielen Kupfferstücken vnd einem noht-
wendigen Register geziert.",,,,Perspective,Instrument Construction; Instrument Use,Perspective=primary; Instrument Construction=unknown; Instrument Use=unknown,,,,
yes,112,7,unknown,bib-134,Instrument Use,unknown,separate using instruments from constructing/describing instruments,model returned unknown,1641,Nuremberg,GERMAN,,"GEOME-
TRIÆ PRACTICÆ
NOVÆ ET
AUCTÆ

Tractatus III.
MENSULA PRÆTORIANA,

Beschreibung deß nützlichen
Geometrischen Tischleins / von dem
fürtrefflichen und weitberühmten Ma-
thematico M. Johanne Praeto-
rio S. erfunden.

Allen / der hochnützlichen Geome-
triæ practicæ Liebhabern / zu sonderm Ehren
und wolgefallen / umbständiglich / ausführlich und
notwendig beschrieben / und zum andern
mal durchsehen und gemeh-
ret / durch
M. Danielem Schwenterum Profes-
sorem Altdorphinum, &c.",,,,Practical Geometry,Instrument Use,Practical Geometry=primary; Instrument Use=unknown,,,,
yes,113,7,unknown,35H84Y,Instrument Use,unknown,separate using instruments from constructing/describing instruments,model returned unknown,1642,Bologna,LATIN,"Apiaria uninversae philosophiae mathematicae, in quibus paradoxa, et nova pleraque machinamenta ad usus eximios traducta, & facillimis demonstrationibus confirmata […] Tomus primus (1)","APIARIA
VNIVERSÆ PHILOSOPHIÆ MATHEMATICÆ,
IN QVIBVS
PARADOXA,
Et noua pleraque Machinamenta ad vsus eximios traducta,
& facillimis demonstrationibus confirmata,
ILLVSTRISS. ET EXCELLENTISS. D.
MATTHIAE GALASSO
SAC. ROM. IMPERII COMITI, &c.
A Coll. Tridentino Soc. Iesu dicata.
OPVS
Non modo Philosophis Mathematicis, sed & Physicis, Anatomicis, Militaribus viris,
Machinariæ, Musicæ, Poeticæ, Agrariæ, Architecturæ, Mercaturæ
professoribus, &c. vtilissimum;
Curiosissimis inuentis refertum, figurarum",,,,Mechanics; Theoretical Mathematics,Architecture; Instrument Construction; Instrument Use; Music Theory,Architecture=unknown; Instrument Construction=unknown; Instrument Use=unknown; Mechanics=secondary; Theoretical Mathematics=primary; Music Theory=unknown,,,,
yes,114,7,unknown,bib-132,Instrument Use,unknown,separate using instruments from constructing/describing instruments,model returned unknown,1647,Leeuwarden,Dutch,,"Hexameron Geometricum,
OFTE
Nieuw Onderwijs
der Landt-Meterye:

Waer door yemandt, in den tijdt van
ses Dagen, de Landt-meterye, son-
der Reken-konst, genoegsaem en-
de seer lichtelijck kan leeren:

Zijnde hier achter noch tot een Aen-hanghsel
by-gevoegt, een corte Methode, Coherentiae ende
aen-een-hanginge der gantscher Theologie.

Door D. Anguilla Rosæo.",,,,Surveying,Practical Geometry; Instrument Use,Practical Geometry=unknown; Surveying=primary; Instrument Use=unknown,,,,
yes,115,7,unknown,bib-206,Instrument Use,unknown,separate using instruments from constructing/describing instruments,model returned unknown,1677,"Frankfurt, Leipzig",GERMAN,"Der Verschantzte Turenne Oder Gründliche Alt- und Neue Kriegs-Bau-Kunst: Worinnen aus den benöthigten Fundamenten Einer vortheilhafften, ungemeinen und meist Geometrischen Arithmetic, und Gründlichen vollständigen Geometrie, mit einem gantz neu-erfundenen so bequemen und universalen Instrument, daß man zu allerley Geometrischen und Astronomischen Praxibus noch nie dergleichen gehabt, Uber die Niederländische oder Freytagische Fortification Noch Sechs gantz Andere Neu- und mehr verstärckte Befestigungs-Arten der besten Ingenieurs jetziger Zeit deutlich für Incipienten und gründlich für Practicanten anweiset, Johann Heinrich Behr, P.","Der Verschanzte Turenne
Oder
Gründliche Alte und Neue
Kriegs = Bau = Kunst /

Absehenen aus den berühmbtesten Fundamenten
Einer vortheilhafften, angenehmen und meist Geometrischen Arithmetick, und
Gründlichen vollständigen Geometrie, mit einem ganz neuen funden, so bequemen und
universalen Instrument, daß man zu allerley Geometrischen und Mechanischen Praxibus
noch nie dergleichen gesehen.

Über die Niederländische oder Fünfeckige Fortification,
Noch Sechs ganz Andere Neu- und mehr verstärkte Be",,,,Arithmetic; Military Engineering; Construction; Astronomy; Mechanics,Practical Geometry; Instrument Use; Theoretical Mathematics; Trigonometry,Arithmetic=secondary; Military Engineering=primary; Construction=primary; Practical Geometry=unknown; Astronomy=secondary; Instrument Use=unknown; Mechanics=secondary; Theoretical Mathematics=unknown; Trigonometry=unknown,,,,
yes,116,8,unknown,ustc-33,Navigation,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1618,Paris,FRENCH,"Traicte des globes et de leur usage. Traduict du latin de Robert Hues. Et augmenté de plusieurs nottes & operations du compas de proportion. Par D. Henrion, mathematicien","TRAICTE'
DES
GLOBES,
ET
DE LEVR
VSAGE.
Traduict du Latin de ROBERT HVES.
ET
Augmenté de plusieurs nottes & operations du
compas de proportion.
Par D. HENRION, Mathematicien.",,,,Instrument Use,Geography; Navigation,Geography=unknown; Instrument Use=primary; Navigation=unknown,,,,
yes,117,8,unknown,ustc-59,Navigation,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1618,Paris,FRENCH,"Traicté des globes et de leur usage traduict du latin de Robert Hues et augmenté par de plusieurs nottes & operations du compas de proportion par D. Henrion, mathematicien.","TRAICTE
DES
GLOBES,
ET
DE LEVR
VSAGE.
Traduict du Latin de ROBERT HVES.
ET
Augmenté de plusieurs nottes & operations du
compas de proportion.
Par D. HENRION, Mathematicien.",,,,Practical Geometry; Astronomy; Instrument Use,Cartography; Cosmography; Geography; Navigation; Trigonometry,Practical Geometry=secondary; Cartography=unknown; Astronomy=primary; Cosmography=unknown; Geography=unknown; Instrument Use=secondary; Navigation=unknown; Trigonometry=unknown,,,,
yes,118,8,unknown,MorisS-16-4,Navigation,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1619,Paris,FRENCH,,"CANON
MANVEL
DES SINVS,
TOVCHANTES,
ET COVPPANTES.

Supputé par B. Pitiscus, & corrigé
en ceste Edition, en laquelle sont
adioustées toutes les choses prin-
cipales & nécessaires à la Trigo-
nometrie, extraites des traictez de
la doctrine des triangles, tant recti-
lignes, que spheriques, faits

Par D. HENRION, Mathem.",,,,Theoretical Mathematics; Trigonometry,Practical Geometry; Surveying; Astronomy; Instrument Use; Navigation,Practical Geometry=unknown; Surveying=unknown; Astronomy=unknown; Instrument Use=unknown; Theoretical Mathematics=secondary; Navigation=unknown; Trigonometry=primary,reviewed,unrelated,,"Mia interactive review batch 1, 2026-06-06."
yes,119,8,unknown,bib-73,Navigation,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1623,Herborn,LATIN,,"METHODUS
ADMIRAN-
DORUM MATHE-
MATICORUM

Novem libris exhibens univer-
sam Mathesin

Authore
JOHAN-HENRICO ALSTEDIO.

Secunda editio passim castigata, &
ornatius elaborata.",,,,,Arithmetic; Commercial Mathematics; Military Engineering; Construction; Practical Geometry; Surveying; Perspective; Cartography; Architecture; Gnomonics & Horology; Astronomy; Cosmography; Geography; Instrument Construction; Instrument Use; Mechanics; Theoretical Mathematics; Navigation; Music Theory; Trigonometry,Arithmetic=unknown; Commercial Mathematics=unknown; Military Engineering=unknown; Construction=unknown; Practical Geometry=unknown; Surveying=unknown; Perspective=unknown; Cartography=unknown; Architecture=unknown; Gnomonics & Horology=unknown; Astronomy=unknown; Cosmography=unknown; Geography=unknown; Instrument Construction=unknown; Instrument Use=unknown; Mechanics=unknown; Theoretical Mathematics=unknown; Navigation=unknown; Music Theory=unknown; Trigonometry=unknown,,,,
yes,120,8,unknown,MorisS-22-4,Navigation,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1640,Paris,LATIN,,"ASTRONOMIA
IAM A FVNDAMENTIS INTEGRE
ET EXACTE RESTITVTA.

Complectens IX. Partes hactenus optatæ
Scientiæ LONGITVDINVM coelestium
nec-non terrestrium.

Quâ cuiusvis Astri visû & cuiusvis Terræ locin quo
sit statio, longitudo & latitudo accuratissimè detegi
queunt: Cun&taque Astronomiæ vera principia
pridem ignota traduntur.

OPVS
Astronomicis Tabulis exactissimè condendis
absolute necessarium.

AD EMINENTISSIMVM
CARDINALEM RICHELIEVM;
DVCEM ET FRANCIAE PAREM.

Authore Ioanne Baptista Morino, ap",,,,Astronomy,Theoretical Mathematics; Navigation,Astronomy=primary; Theoretical Mathematics=unknown; Navigation=unknown,,,,
yes,121,8,unknown,bib-260,Navigation,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1659,Dordrecht,DUTCH,,"Astronomisch en Geometrisch
QUADRANT.
Mitsgaders des selfs onderwijs.

Zynde seer nut en vermaeckelijck voor alle kryghs-Officie-
ren / Ingenieurs / Coop-lieden / Landt-meeters / Zee-varende en Krygs-
sende Lieden / en alle Liefhebbers van Mathematische speculatie.

In desen laetsten druck van nieuws overzien, en van merckelijcke fauten ge-
betert, en met verscheyde Voorstellen vermeedert, nevens het maken des
selven Quadrants.

Door MATTHEUS VAN NISPEN.",,,,Practical Geometry; Astronomy; Instrument Construction; Instrument Use,Commercial Mathematics; Military Engineering; Surveying; Navigation,Commercial Mathematics=unknown; Military Engineering=unknown; Practical Geometry=secondary; Surveying=unknown; Astronomy=primary; Instrument Construction=primary; Instrument Use=primary; Navigation=unknown,,,,
yes,122,8,unknown,bib-114,Navigation,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1669,London,ENGLISH,,"NINE
GEOMETRICALL
EXERCISES,
FOR
Young Sea-men,
And others that are studious in
MATHEMATICALL PRACTICES:

Containing IX particular TREATISES,
whose Contents follow in the next Pages.

All which EXERCISES are Geometrically performed, by
a Line of chords and equal Parts, by waies not usually
known or practised. Unto which the Analogies or Proportions
are added, whereby they may be applied to the Chiliads of
Logarithms, and Canons of Artificial Sines and Tangents.

By William Leybourn, Philomath.",,,,Practical Geometry; Trigonometry,Navigation,Practical Geometry=primary; Navigation=unknown; Trigonometry=secondary,,,,
yes,123,8,unknown,Paris_1697,Navigation,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1697,Paris,"FRENCH, LATIN",,"[Vol. 1]: COURS
DE
MATHEMATIQUE,
QUI COMPREND
Toutes les Parties les plus utiles & les plus
necessaires à un homme de Guerre, & à
tous ceux qui se veulent perfectionner dans
cette Science.
TOME PREMIER.
Qui contient l’Introduction aux Mathematiques, & les Elemens
d’Euclide.
Par Mr. OZANAM, Professeur des
Mathematiques.
NOUVELLE EDITION REVEUE ET CORRIGE'E.","1–6, 11–12",,CLAVIUS,Theoretical Mathematics,Arithmetic; Military Engineering; Navigation,Arithmetic=unknown; Military Engineering=unknown; Theoretical Mathematics=primary; Navigation=unknown,,,,
yes,124,9,unknown,FA6MQ0,Architecture,unknown,,model returned unknown,1551,London,ENGLISH,"The Pathway to Knowledg, containing the First Principles of Geometrie","The pathway to KNOWLEDG, CONTAINING THE FIRST PRINciples of Geometrie, as they may moste aptly be applied vnto practise, bothe for vse of instrumentes Geometricall, and astronomicall and also for proiection of plattes in euerye kinde, and therfore much necessary for all sortes of men.

Geometries verdicte
All fresshe fine wittes by me are filed,
All grosse dull wittes wishe me exiled:
Thoughe no mannes witte reiect will I,
Yet as they be, I wyll them trye.",,,,Practical Geometry; Instrument Use,Perspective; Architecture,Practical Geometry=primary; Perspective=unknown; Architecture=unknown; Instrument Use=primary,,,,
yes,125,9,unknown,bib-73,Architecture,unknown,,model returned unknown,1623,Herborn,LATIN,,"METHODUS
ADMIRAN-
DORUM MATHE-
MATICORUM

Novem libris exhibens univer-
sam Mathesin

Authore
JOHAN-HENRICO ALSTEDIO.

Secunda editio passim castigata, &
ornatius elaborata.",,,,,Arithmetic; Commercial Mathematics; Military Engineering; Construction; Practical Geometry; Surveying; Perspective; Cartography; Architecture; Gnomonics & Horology; Astronomy; Cosmography; Geography; Instrument Construction; Instrument Use; Mechanics; Theoretical Mathematics; Navigation; Music Theory; Trigonometry,Arithmetic=unknown; Commercial Mathematics=unknown; Military Engineering=unknown; Construction=unknown; Practical Geometry=unknown; Surveying=unknown; Perspective=unknown; Cartography=unknown; Architecture=unknown; Gnomonics & Horology=unknown; Astronomy=unknown; Cosmography=unknown; Geography=unknown; Instrument Construction=unknown; Instrument Use=unknown; Mechanics=unknown; Theoretical Mathematics=unknown; Navigation=unknown; Music Theory=unknown; Trigonometry=unknown,,,,
yes,126,9,unknown,35H84Y,Architecture,unknown,,model returned unknown,1642,Bologna,LATIN,"Apiaria uninversae philosophiae mathematicae, in quibus paradoxa, et nova pleraque machinamenta ad usus eximios traducta, & facillimis demonstrationibus confirmata […] Tomus primus (1)","APIARIA
VNIVERSÆ PHILOSOPHIÆ MATHEMATICÆ,
IN QVIBVS
PARADOXA,
Et noua pleraque Machinamenta ad vsus eximios traducta,
& facillimis demonstrationibus confirmata,
ILLVSTRISS. ET EXCELLENTISS. D.
MATTHIAE GALASSO
SAC. ROM. IMPERII COMITI, &c.
A Coll. Tridentino Soc. Iesu dicata.
OPVS
Non modo Philosophis Mathematicis, sed & Physicis, Anatomicis, Militaribus viris,
Machinariæ, Musicæ, Poeticæ, Agrariæ, Architecturæ, Mercaturæ
professoribus, &c. vtilissimum;
Curiosissimis inuentis refertum, figurarum",,,,Mechanics; Theoretical Mathematics,Architecture; Instrument Construction; Instrument Use; Music Theory,Architecture=unknown; Instrument Construction=unknown; Instrument Use=unknown; Mechanics=secondary; Theoretical Mathematics=primary; Music Theory=unknown,,,,
