title,page_count,href,exists_in_commentaria,mathematics_related,subjects
"Regimontanus, Johannes & Peuerbach, Georg von - Epitoma in Almagestum Ptolemaei. Basel 1543.pdf",293,https://app.transkribus.org/sites/noscemus/doc/720100?colId=88639,,True,astronomy
"Regimontanus, Johannes - Tabulae directionum profectionumque. Augsburg 1490.pdf",286,https://app.transkribus.org/sites/noscemus/doc/928891?colId=88639,,True,astronomy
"Regiomontanus, Johannes - Disputationes contra Cremonensia deliramenta. Nuremberg 1475.pdf",31,https://app.transkribus.org/sites/noscemus/doc/660341?colId=88639,,True,mathematics
"Reinhold, Erasmus - Prutenicae tabulae. Tübingen 1551.pdf",478,https://app.transkribus.org/sites/noscemus/doc/906083?colId=88639,,True,astronomy
"Reinzer, Franz - Meteorologia philosophico-politica. Augsburg 1698.pdf",331,https://app.transkribus.org/sites/noscemus/doc/663929?colId=88639,,False,meteorology; philosophy; law
Remus Georg - Consideratio physico-mathematica hiemis proxime praeterlapsae. Halle (Saale) 1709.pdf,65,https://app.transkribus.org/sites/noscemus/doc/691456?colId=88639,,True,mathematics; astronomy; physics
"Renieri, Vincenzo - De Etruscarum antiquitatum fragmentis disquisitio astronomica. Florence 1638.pdf",29,https://app.transkribus.org/sites/noscemus/doc/782231?colId=88639,,True,astronomy; history
"Reuss, Jeremias David - Repertorium commentationum. Vol. 10. Göttingen 1813.pdf",477,https://app.transkribus.org/sites/noscemus/doc/906960?colId=88639,,Unknown,bibliography
"Reuss, Jeremias David - Repertorium commentationum. Vol. 11. Göttingen 1816.pdf",457,https://app.transkribus.org/sites/noscemus/doc/906154?colId=88639,,Unknown,bibliography
"Reuss, Jeremias David - Repertorium commentationum. Vol. 12. Göttingen 1817.pdf",375,https://app.transkribus.org/sites/noscemus/doc/906155?colId=88639,,Unknown,bibliography
"Reuss, Jeremias David - Repertorium commentationum. Vol. 13. Göttingen 1818.pdf",605,https://app.transkribus.org/sites/noscemus/doc/906156?colId=88639,,Unknown,bibliography
"Reuss, Jeremias David - Repertorium commentationum. Vol. 14. Göttingen 1820.pdf",509,https://app.transkribus.org/sites/noscemus/doc/906158?colId=88639,,Unknown,bibliography
"Reuss, Jeremias David - Repertorium commentationum. Vol. 15. Göttingen 1820.pdf",737,https://app.transkribus.org/sites/noscemus/doc/906159?colId=88639,,Unknown,bibliography
"Reuss, Jeremias David - Repertorium commentationum. Vol. 16. Göttingen 1821.pdf",201,https://app.transkribus.org/sites/noscemus/doc/906160?colId=88639,,Unknown,bibliography
"Reuss, Jeremias David - Repertorium commentationum. Vol. 1. Göttingen 1801.pdf",669,https://app.transkribus.org/sites/noscemus/doc/906959?colId=88639,,Unknown,bibliography
"Reuss, Jeremias David - Repertorium commentationum. Vol. 2. Göttingen 1802.pdf",608,https://app.transkribus.org/sites/noscemus/doc/906961?colId=88639,,Unknown,bibliography
"Reuss, Jeremias David - Repertorium commentationum. Vol. 3. Göttingen 1803.pdf",1218,https://app.transkribus.org/sites/noscemus/doc/906962?colId=88639,,Unknown,bibliography
"Reuss, Jeremias David - Repertorium commentationum. Vol. 4. Göttingen 1805.pdf",490,https://app.transkribus.org/sites/noscemus/doc/906963?colId=88639,,Unknown,bibliography
"Reuss, Jeremias David - Repertorium commentationum. Vol. 5. Göttingen 1804.pdf",566,https://app.transkribus.org/sites/noscemus/doc/906964?colId=88639,,Unknown,bibliography
"Reuss, Jeremias David - Repertorium commentationum. Vol. 6. Göttingen 1806.pdf",499,https://app.transkribus.org/sites/noscemus/doc/906965?colId=88639,,Unknown,bibliography
"Reuss, Jeremias David - Repertorium commentationum. Vol. 7. Göttingen 1808.pdf",538,https://app.transkribus.org/sites/noscemus/doc/906966?colId=88639,,Unknown,bibliography
"Reuss, Jeremias David - Repertorium commentationum. Vol. 8. Göttingen 1810.pdf",742,https://app.transkribus.org/sites/noscemus/doc/906967?colId=88639,,Unknown,bibliography
"Reuss, Jeremias David - Repertorium commentationum. Vol. 9. Göttingen 1810.pdf",257,https://app.transkribus.org/sites/noscemus/doc/906968?colId=88639,,Unknown,bibliography
Rhazes & Gerardus Cremonensis et al. - In Almansoris nonum collectiones. Padua 1476.pdf,345,https://app.transkribus.org/sites/noscemus/doc/928147?colId=88639,,Unknown,unknown
"Rhellicanus, Johannes - Homeri vita ex Plutarcho in Latinum tralata. Basel 1537.pdf",183,https://app.transkribus.org/sites/noscemus/doc/632446?colId=88639,,False,biography
"Rheticus, Georg Joachim - Canon doctrinae triangulorum. Leipzig 1551.pdf",30,https://app.transkribus.org/sites/noscemus/doc/696080?colId=88639,,True,geometry; trigonometry
"Rheticus, Georg Joachim - In arithemticen praefatio. Wittenberg 1536.pdf",33,https://app.transkribus.org/sites/noscemus/doc/701797?colId=88639,,True,arithmetic
"Rheticus, Georg Joachim - Narratio prima. Gdańsk 1540.pdf",77,https://app.transkribus.org/sites/noscemus/doc/693078?colId=88639,,True,astronomy
"Rheticus, Georg Joachim & Otho, Lucius Valentinus -Opus palatinum de triangulis. Neustadt an der Weinstraße 1596.pdf",1502,https://app.transkribus.org/sites/noscemus/doc/742065?colId=88639,,True,geometry; trigonometry
"Rheticus, Georg Joachim & Otho, Lucius Valentinus - Opus palatinum de triangulis. Neustandt an der Weinstraße 1596.pdf",1502,https://app.transkribus.org/sites/noscemus/doc/833198?colId=88639,,True,geometry; trigonometry
"Riccioli, Giovanni Battista - Almagestum novum. Bologna 1651.pdf",2139,https://app.transkribus.org/sites/noscemus/doc/699869?colId=88639,,True,astronomy
"Riccioli, Giovanni Battista - Geographiae et hydrographiae reformatae libri duodecim. Bologna 1661.pdf",671,https://app.transkribus.org/sites/noscemus/doc/726764?colId=88639,,True,geography; navigation
"Ritter, Albrecht - Relatio historico-curiosa. Helmstedt 1740.pdf",75,https://app.transkribus.org/sites/noscemus/doc/736349?colId=88639,,False,natural history; history
"Rohault, Jacques & Clarke, Samuel - Physica. London 1718.pdf",233,https://app.transkribus.org/sites/noscemus/doc/746740?colId=88639,,Unknown,physics
"Rondelet, Guillaume - Aquatilium historia. Vol. 1. Lyon 1554.pdf",637,https://app.transkribus.org/sites/noscemus/doc/748052?colId=88639,,False,zoology; history
"Rondelet, Guillaume - Aquatilium historia. Vol. 2. Lyon 1555.pdf",265,https://app.transkribus.org/sites/noscemus/doc/748051?colId=88639,,False,zoology; history
"Rösel von Rosenhof, August Johann - Historia naturalis ranarum nostratium. Nuremberg 1758.pdf",214,https://app.transkribus.org/sites/noscemus/doc/708110?colId=88639,,False,natural history; history
"Rothmaler, Erasmus - Deliciae poeticae. Gdańsk 1651.pdf",96,https://app.transkribus.org/sites/noscemus/doc/801743?colId=88639,,False,literature
"Rozonus, Marcus Antonius - De levitate pronosticantium diluvium. Nuremberg 1524",71,https://app.transkribus.org/sites/noscemus/doc/1742939?colId=88639,,False,geology
"Ruel, Jean - De natura stirpium. Paris 1536.pdf",1017,https://app.transkribus.org/sites/noscemus/doc/608640?colId=88639,,False,physics; botany
"Ruel, Jean - Veterinaria medicina. Paris 1530.pdf",285,https://app.transkribus.org/sites/noscemus/doc/732631?colId=88639,,False,medicine
"Ruf, Jacob - Broadsheet on Conjont Twins. Zurich 1543.pdf",2,https://app.transkribus.org/sites/noscemus/doc/702152?colId=88639,,False,medicine
"Ruf, Jacob & Haller, Wolfgang - De conceptu et generatione hominis. Zurich 1554.pdf",229,https://app.transkribus.org/sites/noscemus/doc/668511?colId=88639,,False,medicine
"Ruf, Jacob & Haller, Wolfgang - Trostbüchele. Zurich 1554.pdf",313,https://app.transkribus.org/sites/noscemus/doc/668512?colId=88639,,Unknown,unknown
"Ruland, Martin (d. J.) - Lexicon Alchemiae. Frankfurt am Main 1612.pdf",507,https://app.transkribus.org/sites/noscemus/doc/668514?colId=88639,,False,chemistry; alchemy; language
"Rumpf, Georg Eberhard - Herbarium Amboinense. Vol. 1. Amsterdam 1741.pdf",418,https://app.transkribus.org/sites/noscemus/doc/914297?colId=88639,,False,botany
"Rumpf, Georg Eberhard - Herbarium Amboinense. Vol. 2. Amsterdam 1741.pdf",462,https://app.transkribus.org/sites/noscemus/doc/914298?colId=88639,,False,botany
"Rumpf, Georg Eberhard - Herbarium Amboinense. Vol. 3. Amsterdam 1743.pdf",517,https://app.transkribus.org/sites/noscemus/doc/914299?colId=88639,,False,botany
"Rumpf, Georg Eberhard - Herbarium Amboinense. Vol. 4. Amsterdam 1743.pdf",333,https://app.transkribus.org/sites/noscemus/doc/914300?colId=88639,,False,botany
"Rumpf, Georg Eberhard - Herbarium Amboinense. Vol. 5,1. Amsterdam 1750.pdf",579,https://app.transkribus.org/sites/noscemus/doc/914301?colId=88639,,False,botany
"Rumpf, Georg Eberhard - Herbarium Amboinense. Vol. 5,2. Amsterdam 1750.pdf",312,https://app.transkribus.org/sites/noscemus/doc/914302?colId=88639,,False,botany
"Rumpf, Georg Eberhard - Herbarium Amboinense. Vol. 6.,1 Amsterdam 1750.pdf",449,https://app.transkribus.org/sites/noscemus/doc/914304?colId=88639,,False,botany
"Rumpf, Georg Eberhard - Herbarium Amboinense. Vol. 6,2. Amsterdam 1750.pdf",169,https://app.transkribus.org/sites/noscemus/doc/914303?colId=88639,,False,botany
"Ryff, Walterh Hermann - Iatromathematicae enchiridion. Strasbourg 1542.pdf",197,https://app.transkribus.org/sites/noscemus/doc/897260?colId=88639,,True,mathematics; education
"Sachs von Lewenheimb, Philipp Jacob - Gammarologia. Frankfurt & Leipzig 1665.pdf",1022,https://app.transkribus.org/sites/noscemus/doc/713327?colId=88639,,False,zoology
"Sachs von Lewenheimb, Philipp Jacob - Oceanus macro-microcosmicus. Breslau 1664.pdf",163,https://app.transkribus.org/sites/noscemus/doc/693075?colId=88639,,Unknown,oceanography
"Sacrobosco, Johannes de & Burgersdijck, Franco - Sphaera in usum scholarum. Leiden 1626.pdf",127,https://app.transkribus.org/sites/noscemus/doc/823076?colId=88639,,True,astronomy; education
"Sacrobosco, Johannes de & Fabri, Wenceslaus - Opusculum spericum cum commento et figuris. Leipzig c. 1495.pdf",121,https://app.transkribus.org/sites/noscemus/doc/897957?colId=88639,,True,mathematics
"Sacrobosco, Johannes de - Sphaera. Paris 1545.pdf",119,https://app.transkribus.org/sites/noscemus/doc/826804?colId=88639,,True,astronomy
"Saia, Nonio Marcello - Tractatus, in quo terram esse aqua maiorem demonstratur. Paris 1585.pdf",93,https://app.transkribus.org/sites/noscemus/doc/842536?colId=88639,,Unknown,unknown
Saladinus de Asculo - Aromatariorum compendium. Bologna 1488.pdf,61,https://app.transkribus.org/sites/noscemus/doc/822454?colId=88639,,Unknown,education
"Salernus, Iacobus - Positiones physio-astronomicae. Naples 1682.pdf",81,https://app.transkribus.org/sites/noscemus/doc/663930?colId=88639,,True,astronomy
"Salvaing de Boissieu, Denise de - Septem miracula Delphinatus. Grenoble 1656.pdf",157,https://app.transkribus.org/sites/noscemus/doc/816415?colId=88639,,False,theology
"Sambucus, Johannes - Icones veterum aliquot ac recentium medicorum philosophorumque. Antwerp 1574.pdf",66,https://app.transkribus.org/sites/noscemus/doc/929708?colId=88639,,False,medicine; philosophy
"Santorio, Santorio - De statica medicina. Venice 1614.pdf",201,https://app.transkribus.org/sites/noscemus/doc/904417?colId=88639,,True,mechanics; medicine
"Sartorius, Johannes - De montium incendiis. Wittenberg 1680.pdf",19,https://app.transkribus.org/sites/noscemus/doc/607722?colId=88639,,False,mineralogy
"Saumaise, Claude - De homonymis hyles iatricae. Utrecht 1689.pdf",323,https://app.transkribus.org/sites/noscemus/doc/607723?colId=88639,,False,medicine
"Savastano, Francesco Eulalio - Botanicorum seu institutionum rei herbariae libri IV. Naples 1712.pdf",187,https://app.transkribus.org/sites/noscemus/doc/695706?colId=88639,,False,botany; education
"Sbaraglia, Gian Girolamo - De recentiorum medicorum studio dissertatio epistolaris ad amicum. s. l. 1687.pdf",57,https://app.transkribus.org/sites/noscemus/doc/688249?colId=88639,,False,medicine; literature
"Scaliger, Joseph - De emendatione temporum. Paris 1583.pdf",489,https://app.transkribus.org/sites/noscemus/doc/831540?colId=88639,,True,chronology
"Scaliger, Joseph Juste - De aequinoctiorum anticipatione diatriba. Paris 1613.pdf",105,https://app.transkribus.org/sites/noscemus/doc/668515?colId=88639,,True,astronomy
"Scaliger, Joseph Juste - In Manilii quinque libros Astronomicon commentarius et castigationes. Paris 1579.pdf",305,https://app.transkribus.org/sites/noscemus/doc/831509?colId=88639,,True,astronomy
"Schegk, Jakob - De plastica seminis facultate. Strasbourg 1580.pdf",265,https://app.transkribus.org/sites/noscemus/doc/744029?colId=88639,,False,botany
"Scheiner, Chriostph & Locher, Johann Georg - Disquisitiones mathematicae. Ingolstadt 1614.pdf",97,https://app.transkribus.org/sites/noscemus/doc/694897?colId=88639,,True,mathematics
"Scheiner, Christoph - Exegeses fundamentorum gnomonicorum. Ingolstadt 1615.pdf",103,https://app.transkribus.org/sites/noscemus/doc/663951?colId=88639,,True,astronomy
"Scheiner, Christoph - Oculus, hoc est fundamentum opticum. Innsbruck 1619.pdf",277,https://app.transkribus.org/sites/noscemus/doc/742067?colId=88639,ZD6FLL,True,optics
"Scheiner, Christoph - Refractiones coelestes. Ingolstadt 1617.pdf",181,https://app.transkribus.org/sites/noscemus/doc/845319?colId=88639,,True,arithmetic; astronomy; optics
"Scheiner, Christoph - Rosa Ursina. Bracciano 1626–1630.pdf",931,https://app.transkribus.org/sites/noscemus/doc/718450?colId=88639,,True,astronomy
"Scheiner, Christoph - Sol ellipticus. Augsburg 1615.pdf",53,https://app.transkribus.org/sites/noscemus/doc/928701?colId=88639,,True,astronomy
"Schenck, Johann Georg - Biblia iatrica. Frankfurt am Main 1609.pdf",531,https://app.transkribus.org/sites/noscemus/doc/607724?colId=88639,,False,medicine; theology
"Schenck, Johann Georg - Observationes medicae de capite humano. Basel 1584.pdf",527,https://app.transkribus.org/sites/noscemus/doc/674799?colId=88639,,False,medicine; scientific method
"Scheuchzer, Johann Jakob - Bibliotheca scriptorum historiae naturali omnium terrae regionum inservientium. Zurich 1716.pdf",265,https://app.transkribus.org/sites/noscemus/doc/605918?colId=88639,,False,geography; history; bibliography
"Scheuchzer, Johann Jakob - Charta invitatoria. Zurich 1699.pdf",23,https://app.transkribus.org/sites/noscemus/doc/694476?colId=88639,,Unknown,unknown
"Scheuchzer, Johann Jakob - Herbarium diluvianum. Leiden 1723.pdf",165,https://app.transkribus.org/sites/noscemus/doc/739099?colId=88639,,False,geology; botany
"Scheuchzer, Johann Jakob - Herbarium diluvianum. Zurich 1709.pdf",73,https://app.transkribus.org/sites/noscemus/doc/739100?colId=88639,,False,geology; botany
"Scheuchzer, Johann Jakob - Physica sacra. Vol. 1. Augsburg & Ulm 1731.pdf",787,https://app.transkribus.org/sites/noscemus/doc/798546?colId=88639,,False,physics; theology
"Scheuchzer, Johann Jakob - Physica sacra. Vol. 2. Augsburg & Ulm 1732.pdf",642,https://app.transkribus.org/sites/noscemus/doc/798547?colId=88639,,False,physics; theology
"Scheuchzer, Johann Jakob - Physica sacra. Vol. 3. Augsburg & Ulm 1733.pdf",925,https://app.transkribus.org/sites/noscemus/doc/798548?colId=88639,,False,physics; theology
"Scheuchzer, Johann Jakob - Physica sacra. Vol. 4. Augsburg & Ulm 1735.pdf",913,https://app.transkribus.org/sites/noscemus/doc/798549?colId=88639,,False,physics; theology
"Scheuchzer, Johann Jakob - Praelectio de matheseos usu in theologia. Amsterdam 1712.pdf",47,https://app.transkribus.org/sites/noscemus/doc/705668?colId=88639,,True,mathematics; theology
"Scheuchzer, Johann Jakob - Praelectio de matheseos usu in theologia. Zurich 1711.pdf",25,https://app.transkribus.org/sites/noscemus/doc/605292?colId=88639,,True,mathematics; theology
"Scheuchzer, Johann Jakob - ΟΥΡΕΣΙΦΟΙΤΗΣ (Ouresiphoites) Helveticus. Leiden 1723.pdf",934,https://app.transkribus.org/sites/noscemus/doc/605919?colId=88639,,Unknown,unknown
"Schickard, Wilhelm - De Mercurio sub sole viso. Tübingen 1632.pdf",45,https://app.transkribus.org/sites/noscemus/doc/782229?colId=88639,,True,astronomy
"Schleusinger, Eberhard - De cometis. Venice 1474.pdf",82,https://app.transkribus.org/sites/noscemus/doc/668513?colId=88639,,True,astronomy
"Schlichter, Christian Ludwig & Spangenberg, Johann Philipp Friedrich - Observationes philologicae de nive. Halle 1738.pdf",39,https://app.transkribus.org/sites/noscemus/doc/695646?colId=88639,,False,snow and ice; language; scientific method
"Schönborn, Samuel - Manuale medicinae practicae Galenico-chymicae. Gdańsk 1637.pdf",415,https://app.transkribus.org/sites/noscemus/doc/897284?colId=88639,,False,chemistry; medicine
"Schöner, Johannes - Tabulae resolutae astronomicae. Wittenberg 1587.pdf",565,https://app.transkribus.org/sites/noscemus/doc/918506?colId=88639,,True,astronomy
"Schoock, Issac - Dissertatio physica de nive cum rarissimis adhaerentibus quaestionibus de meteoris aqueis. Frankfurt an der Oder 1673.pdf",278,https://app.transkribus.org/sites/noscemus/doc/663952?colId=88639,,Unknown,physics; meteorology; snow and ice
"Schoonhoven, Floren - Emblemata Florentii Schoonhovii I. C. Goudani partim moralia, partim etiam civili. Gouda 1618.pdf",267,https://app.transkribus.org/sites/noscemus/doc/735144?colId=88639,,False,literature
"Schott, Kaspar - Magia universalis naturae et artis. Pars III et IV. Würzburg 1658.pdf",915,https://app.transkribus.org/sites/noscemus/doc/928146?colId=88639,,Unknown,unknown
"Schott, Kaspar - Magia universalis naturae et artis. Pars II. Würzburg 1657.pdf",541,https://app.transkribus.org/sites/noscemus/doc/928148?colId=88639,,Unknown,unknown
"Schott, Kaspar - Magia universalis naturae et artis. Pars I. Würzburg 1657.pdf",657,https://app.transkribus.org/sites/noscemus/doc/928149?colId=88639,,Unknown,unknown
"Schott, Kaspar - Phyisica curiosa. Vol. 1. Würzburg 1662.pdf",885,https://app.transkribus.org/sites/noscemus/doc/732632?colId=88639,,False,natural history
"Schott, Kaspar - Phyisica curiosa. Vol. 2. Würzburg 1662.pdf",925,https://app.transkribus.org/sites/noscemus/doc/732633?colId=88639,,False,natural history
"Schott, Kaspar - Technica curiosa. Nuremberg 1664.pdf",1127,https://app.transkribus.org/sites/noscemus/doc/732634?colId=88639,,False,natural history
"Schultén, Nathanael Gerhard af & Öhman, Johan Edvard - Theses in exercitationem stipendiariorum. Helsinki 1833.pdf",23,https://app.transkribus.org/sites/noscemus/doc/693696?colId=88639,,Unknown,unknown
"Schulze, Johann Heinrich - Historia medicinae. Leipzig 1728.pdf",505,https://app.transkribus.org/sites/noscemus/doc/897283?colId=88639,,False,medicine; history
"Schurzfleisch, Konrad Sameul & Hofmann, Johann Georg - De nive. Wittenberg 1665.pdf",17,https://app.transkribus.org/sites/noscemus/doc/891044?colId=88639,,Unknown,snow and ice
"Schwenckfeld, Caspar - Stirpium et fossilium Silesiae catalogus. Leipzig 1600.pdf",481,https://app.transkribus.org/sites/noscemus/doc/752864?colId=88639,,False,mineralogy; botany
"Schwenckfeld, Caspar - Theritropheum Silesiae. Legnica 1603.pdf",613,https://app.transkribus.org/sites/noscemus/doc/733508?colId=88639,,False,zoology
"Scopoli, Giovanni Antonio - Crystollographia Hungarica. Prague 1776.pdf",183,https://app.transkribus.org/sites/noscemus/doc/748049?colId=88639,,Unknown,unknown
"Scribonius, Wilhelm Adolf - Isagoge sphaerica. Frankfurt am Main 1580.pdf",39,https://app.transkribus.org/sites/noscemus/doc/746786?colId=88639,,True,geometry
Scriptorum publice propositorum a gubernatoribus studiorum in Academia Wittebergensi. Vol. 3. Wittenberg 1559.pdf,607,https://app.transkribus.org/sites/noscemus/doc/928702?colId=88639,,Unknown,unknown
"Scultetus, Johannes - ΧΕΙΡΟΠΛΟΘΗΚΗ (Cheiroplotheke). Ulm 1655.pdf",247,https://app.transkribus.org/sites/noscemus/doc/918558?colId=88639,,Unknown,unknown
"Se̜dziwój, Michał - Dialogus Mercurii, Alchymistae et Naturae. Cologne 1607.pdf",33,https://app.transkribus.org/sites/noscemus/doc/660345?colId=88639,,False,chemistry; literature
"Seelhoff, Paul Peter Heinrich - Nova methodus numeros compositos a primis dignoscendi. Baltimore 1885.pdf",7,https://app.transkribus.org/sites/noscemus/doc/865568?colId=88639,,True,number theory
"Selnecker, Nikolaus - Libellus de partibus corporis humani. Wittenberg 1554.pdf",45,https://app.transkribus.org/sites/noscemus/doc/710274?colId=88639,,False,anatomy
"Semmelweis, Ignaz Philipp - De vita plantarum. Vienna 1844.pdf",39,https://app.transkribus.org/sites/noscemus/doc/659200?colId=88639,,False,botany; biography
"Sennert, Daniel - Hypomnemata physica. Frankfurt am Main 1636.pdf",577,https://app.transkribus.org/sites/noscemus/doc/732037?colId=88639,,Unknown,physics
"Sfondrati, Pandolfo - Causa aestus maris. Ferrara 1590.pdf",101,https://app.transkribus.org/sites/noscemus/doc/862100?colId=88639,,Unknown,oceanography
"Simmler, Josias - Vallesiae descriptio. De Alpibus commentarius. Zurich 1574.pdf",329,https://app.transkribus.org/sites/noscemus/doc/696185?colId=88639,,Unknown,geography
"Simmler, Josias - Vita Conradi Gesneri. Zurich 1566.pdf",113,https://app.transkribus.org/sites/noscemus/doc/608641?colId=88639,,False,biography
"Sionita, Gabriel & Hesronita, Johannes - Geographia Nubiensis. Paris 1619.pdf",363,https://app.transkribus.org/sites/noscemus/doc/726766?colId=88639,,Unknown,geography
"Sommerhoff, Johann Christoph - Lexicon pharmaceutico-chymicum Latino-Germanicum et Germanico-Latinum. Nuremberg 1701.pdf",555,https://app.transkribus.org/sites/noscemus/doc/797708?colId=88639,,False,chemistry; pharmacology; language
"Spener, Christian Maximilian - Recensio Itineris Alpini Ioannis Iacobi Scheuchzeri. Berlin 1710.pdf",26,https://app.transkribus.org/sites/noscemus/doc/720614?colId=88639,,Unknown,unknown
"Speyert van der Eyk, Simon - Carmen de natura. Leiden 1810.pdf",45,https://app.transkribus.org/sites/noscemus/doc/658514?colId=88639,,Unknown,physics
"Speyert van der Eyk, Simon - De ingenii humani praestantia. Leiden 1808.pdf",95,https://app.transkribus.org/sites/noscemus/doc/658515?colId=88639,,Unknown,psychology
"Speyert van der Eyk, Simon - De nihilo nobis penitus cognito. Leiden 1818.pdf",45,https://app.transkribus.org/sites/noscemus/doc/710275?colId=88639,,Unknown,psychology
"Speyert van der Eyk, Simon - Poema in laudem geometriae et de mentis humanae facultatibus eiusque immortalitate. Haarlem 1826.pdf",157,https://app.transkribus.org/sites/noscemus/doc/693697?colId=88639,,True,geometry; literature
"Spiegel, Adriaan van de - De humani corporis fabrica. Venice 1627.pdf",559,https://app.transkribus.org/sites/noscemus/doc/607725?colId=88639,,False,anatomy
"Spinoza, Benedictus de - Ethica ordine geometrico demonstrata. [Amsterdam 1677].pdf",267,https://app.transkribus.org/sites/noscemus/doc/6157073?colId=88639,,True,geometry; philosophy
"Sprengel, Kurt - Dissertatio de Germanis, rei herbariae patribus. Halle (Saale) 1813.pdf",37,https://app.transkribus.org/sites/noscemus/doc/604275?colId=88639,,False,botany
"Stahl, Georg Ernst - Zymotechnia fundamentalis. Halle (Saale) 1697.pdf",227,https://app.transkribus.org/sites/noscemus/doc/695647?colId=88639,,False,chemistry
"Stansel, Valentin - Legatus uranicus. Prague 1683.pdf",195,https://app.transkribus.org/sites/noscemus/doc/905698?colId=88639,,True,astronomy
"Stansel, Valentin - Uranophilus caelestis peregrinus. Ghent 1685.pdf",269,https://app.transkribus.org/sites/noscemus/doc/797514?colId=88639,,True,astronomy
"Stattler, Benedikt - Mineralogiae principia physica. Vol. 1. Innsbruck 1765.pdf",237,https://app.transkribus.org/sites/noscemus/doc/695644?colId=88639,,False,physics; mineralogy
"Stattler, Benedikt - Mineralogiae principia physica. Vol. 2. Innsbruck 1765.pdf",303,https://app.transkribus.org/sites/noscemus/doc/695645?colId=88639,,False,physics; mineralogy
"Stay, Benedetto - Philosophiae recentioris versibus traditae libri decem. Rome 1792.pdf",711,https://app.transkribus.org/sites/noscemus/doc/605293?colId=88639,,Unknown,philosophy
"Stay, Benedetto - Philosophiae recentioris versibus traditae libri decem. Vol. 1. Rome 1755.pdf",487,https://app.transkribus.org/sites/noscemus/doc/668543?colId=88639,,Unknown,philosophy
"Stay, Benedetto - Philosophiae recentioris versibus traditae libri decem. Vol. 2. Rome 1760.pdf",541,https://app.transkribus.org/sites/noscemus/doc/668544?colId=88639,,Unknown,philosophy
"Stay, Benedetto - Philosophiae recentioris versibus traditae libri decem. Vol. 3. Rome 1792.pdf",569,https://app.transkribus.org/sites/noscemus/doc/668545?colId=88639,,Unknown,philosophy
"Stensen, Niels - De musculis et glandulis observationum specimen. Amsterdam 1664.pdf",107,https://app.transkribus.org/sites/noscemus/doc/713328?colId=88639,,False,anatomy
"Stensen, Niels - De solido intra solidum naturaliter contento. Florence 1669.pdf",97,https://app.transkribus.org/sites/noscemus/doc/849400?colId=88639,,False,geology
"Stensen, Niels - De solido intra solidum naturaliter contento. Florence 1669.pdf",87,https://app.transkribus.org/sites/noscemus/doc/678220?colId=88639,,False,geology
"Stensen, Niels - Elementorum myologiae specimen seu musculi descriptio geometrica. Florence 1667.pdf",156,https://app.transkribus.org/sites/noscemus/doc/701514?colId=88639,,True,geometry; anatomy
"Stensen, Niels - Observationes anatomicae. Leiden 1662.pdf",135,https://app.transkribus.org/sites/noscemus/doc/668516?colId=88639,,False,anatomy; scientific method
"Stifel, Michael - Arithmetica integra. Nuremberg 1544.pdf",665,https://app.transkribus.org/sites/noscemus/doc/915240?colId=88639,,True,arithmetic
"Störck, Anton von et al. - Pharmacopoea Austriaco-Provincialis emendata. Vienna 1794.pdf",217,https://app.transkribus.org/sites/noscemus/doc/906183?colId=88639,,False,pharmacology
Strabo & Guarinus Veronensis & Gregorius de Tipherno - Strabo de situ orbis. Venice 1502.pdf,343,https://app.transkribus.org/sites/noscemus/doc/823075?colId=88639,,Unknown,geography
"Strozzi, Tommaso - Poemata varia. Naples 1689.pdf",343,https://app.transkribus.org/sites/noscemus/doc/607726?colId=88639,,False,literature
"Stupanus, Johann Niklaus - Medicina theorica in theses contracta. Basel 1614.pdf",865,https://app.transkribus.org/sites/noscemus/doc/767744?colId=88639,,False,medicine
"Sturm, Johann Christoph & Lochner, Jacob Hieronymus - De terrae-motibus. Altdorf 1670",33,https://app.transkribus.org/sites/noscemus/doc/598116?colId=88639,,True,mechanics; geography; geology
"Sturm, Johann Christoph - Mathesis iuvenilis. Vol. 1. Nuremberg 1699.pdf",1039,https://app.transkribus.org/sites/noscemus/doc/918511?colId=88639,,True,mathematics
"Sturm, Johann Christoph - Mathesis iuvenilis. Vol. 2. Nuremberg 1701.pdf",954,https://app.transkribus.org/sites/noscemus/doc/918510?colId=88639,,True,mathematics
"Swammerdam, Jahn et al. - Biblia naturae. Vol. 1. Leiden 1737.pdf",604,https://app.transkribus.org/sites/noscemus/doc/693143?colId=88639,,False,theology
"Swammerdam, Jahn et al. - Biblia naturae. Vol. 2. Leiden 1737.pdf",578,https://app.transkribus.org/sites/noscemus/doc/693142?colId=88639,,False,theology
"Szerdahélyi, György Alajos - Historia Uraniae Musae. Vienna 1787.pdf",49,https://app.transkribus.org/sites/noscemus/doc/710276?colId=88639,,True,astronomy; history
"Tarillon, Francois - Pulvis pyrius. Paris 1704.pdf",31,https://app.transkribus.org/sites/noscemus/doc/605294?colId=88639,,False,chemistry
"Taruffi, Giuseppe Antonio - Montgolferii machina volans. s. l. 1784.pdf",21,https://app.transkribus.org/sites/noscemus/doc/640825?colId=88639,,True,mechanics; engineering
"Tazewell, William - Vade-mecum medicum. Paris et al. 1798.pdf",225,https://app.transkribus.org/sites/noscemus/doc/604892?colId=88639,,False,medicine
